,name
2320,Yi Yang (Earth-616)
2321,Arthur Dearborn (Earth-616)
2322,Marx (Earth-616)
2323,Craig Sinclair (Earth-616)
2324,Demon Bear (Earth-616)
2325,Tick Tock (Earth-616)
2326,Dragon of the Moon (Earth-616)
2327,Knave (Crazy Gang) (Earth-616)
2328,Magus (Technarch) (Earth-616)
2329,AC-DC (Earth-616)
2330,Beautiful Dreamer (Morlock) (Earth-616)
2331,Interloper (Earth-616)
2332,Oblivion (Earth-616)
2333,Randi (Earth-616)
2334,Bird-Brain (Earth-616)
2335,Llan (Earth-616)
2336,Tang Jhimon (Earth-616)
2337,Heidi Franklin (Earth-616)
2338,Nathan Lemon (Earth-616)
2339,Daryl Andrews (Earth-616)
2340,Divad (Earth-616)
2341,Laura Dunham (Earth-616)
2342,Francisco Milan (Earth-616)
2343,Mortigan Goth (Earth-616)
2344,Seer (Earth-616)
2345,Torbert Octavius (Earth-616)
2346,Blackwulf (Lucian) (Earth-616)
2347,Hurricane (Dark Riders) (Earth-616)
2348,Loga (Godpack) (Earth-616)
2349,Mattie Baptiste (Earth-616)
2350,Newton Destine (Earth-616)
2351,Cordelia Frost (Earth-616)
2352,Elaine Coll (Earth-616)
2353,Heidi Sladkin (Earth-616)
2354,Hemingway (Earth-616)
2355,Sack (Earth-616)
2356,Simon Trask (Earth-616)
2357,Gloria Mu\u00f1oz (Earth-616)
2358,Deuce (Earth-616)
2359,Shantal Wilsk (Earth-616)
2360,Strider (Earth-616)
2361,Ursula (Earth-616)
2362,Aiko Miyazaki (Earth-616)
2363,Jonathan Tremont (Earth-616)
2364,Angela Lipscombe (Earth-616)
2365,Molly von Richthofen (Earth-616)
2366,Nina Smith (Earth-616)
2367,Sarah Stacy (Earth-616)
2368,Tatiana Caban (Earth-616)
2369,Ted Mankowski (Earth-616)
2370,Ethan Edwards (Earth-616)
2371,Captain (Nextwave) (Earth-616)
2372,Consultant (Earth-616)
2373,Miriam Sharpe (Earth-616)
2374,Rob (Earth-616)
2375,Bev Sykes (Earth-616)
2376,Jack Kooning (Earth-616)
2377,Magdalena Marie (Earth-616)
2378,Michael van Patrick (Earth-616)
2379,Orson Randall (Earth-616)
2380,Pagon (Earth-616)
2381,Ra-Venn (Earth-616)
2382,Caretaker (Sara) (Earth-616)
2383,Sadie Sinclair (Earth-616)
2384,Vengeance (Kowalski) (Earth-616)
2385,Betty Swanson (Earth-616)
2386,Christopher Colchiss (Earth-616)
2387,Lisa Molinari (Earth-616)
2388,Shir Ydrn Talonis (Earth-616)
2389,Sylvie Lushton (Earth-616)
2390,Lady Stilt-Man (Earth-616)
2391,Onomi Whitemane (Earth-616)
2392,Wilhelmina Kensington (Earth-616)
2393,Annabelle Adams (Earth-616)
2394,Donald Meland (Earth-616)
2395,Katherine Kiernan (Earth-616)
2396,Eva Alexander (Earth-616)
2397,Randall Jessup (Earth-616)
2398,John Renwick (Earth-616)
2399,Proxima Midnight (Earth-616)
2400,Joseph Goebbels (Earth-616)
2401,Wyatt Earp (Earth-616)
2402,Gorgilla (Earth-616)
2403,Nikita Khrushchev (Earth-616)
2404,Jonathan Juniper (Earth-616)
2405,Kurt Marko (Earth-616)
2406,Sam (NYPD) (Earth-616)
2407,Jack Winters (Earth-616)
2408,Rance Preston (Earth-616)
2409,Zom (Earth-616)
2410,Ikthon (Earth-616)
2411,Lawrence Trask (Earth-616)
2412,Mordecai Boggs (Earth-616)
2413,Cephalus (Earth-616)
2414,Daniel Radford (Earth-616)
2415,Doomsday Man (Earth-616)
2416,Meredith McCall (Earth-616)
2417,Psyklop (Earth-616)
2418,Thoth-Amon (Earth-616)
2419,Albert Rackham (Earth-616)
2420,Andrew Kale (Earth-616)
2421,Chi Lo (Earth-616)
2422,David Carter (Earth-616)
2423,Ellie Roberts (Earth-616)
2424,Joanne Tumolo (Earth-616)
2425,Mercurio (Earth-616)
2426,Necrodamus (Earth-616)
2427,Harlan Krueger (Earth-616)
2428,Imus Champion (Earth-616)
2429,Kristine Saunders (Earth-616)
2430,Marie Laveau (Earth-616)
2431,Sam Silvercloud (Earth-616)
2432,Hydron (Elementals) (Earth-616)
2433,Magnum (Elementals) (Earth-616)
2434,Arnold Astrovik (Earth-616)
2435,James Petrie (Earth-616)
2436,Christopher Thorn (Earth-616)
2437,Michael Burley (Earth-616)
2438,Paul Same (Earth-616)
2439,Andreas Zorba (Earth-616)
2440,Blaze Kendall (Earth-616)
2441,Bram Velsing (Earth-616)
2442,Daniel Jones (Torpedo) (Earth-616)
2443,Eugene Stivak (Earth-616)
2444,Magique (Earth-616)
2445,Nicholas Scratch (Earth-616)
2446,Ted Locke (Earth-616)
2447,Tracy Burke (Earth-616)
2448,Winda Wester (Earth-616)
2449,Harris Moore (Earth-616)
2450,Holly Gillis (Earth-616)
2451,Miles Warren (Clone) (Earth-616)
2452,Achille DiBacco (Earth-616)
2453,Frederick Sloan (Earth-616)
2454,Niamh Chinn Oir (Earth-616)
2455,Fahnbullah Eddy (Earth-616)
2456,Theresa Pryde (Earth-616)
2457,Gabriel Lan (Earth-616)
2458,Kenneth Crichton (Earth-616)
2459,Landra (Earth-616)
2460,Nedda (Earth-616)
2461,Roger Hochberg (Earth-616)
2462,Sarah Rogers (Earth-616)
2463,Scarlet Fasinera (Earth-616)
2464,Kenneth Barnett (Earth-616)
2465,Oliver Osnick (Earth-616)
2466,Alec Thorne (Earth-616)
2467,Donald Menken (Earth-616)
2468,Wraarl (Earth-616)
2469,Vidar Odinson (Earth-616)
2470,Fern (Earth-616)
2471,Lump (Warpies) (Earth-616)
2472,Michael (RCX agent) (Earth-616)
2473,Solitaire (Microverse) (Earth-616)
2474,Hector Lennox (Earth-616)
2475,Max (Fortisquian) (Earth-616)
2476,Evan Swann (Earth-616)
2477,Gosamyr (Earth-616)
2478,Michael Janes (Earth-616)
2479,Gilbert Vaughn (Earth-616)
2480,Kwan Zhao (Earth-616)
2481,Number Nine (Earth-616)
2482,Prince Baran (Earth-616)
2483,Ed Marrero (Earth-616)
2484,John Kelly (Earth-616)
2485,Kearson DeWitt (Earth-616)
2486,Nobilus (Earth-616)
2487,Barrage (Earth-616)
2488,Tusk (Earth-616)
2489,Che (Earth-616)
2490,Eileen Harsaw (Earth-616)
2491,James Lucas (Earth-616)
2492,Lorna Kleinfeldt (Earth-616)
2493,Lucia Callasantos (Earth-616)
2494,Nakota (Earth-616)
2495,Taylor Blackwell (Earth-616)
2496,Agony (Symbiote) (Earth-616)
2497,Lasher (Symbiote) (Earth-616)
2498,Lynx (Earth-616)
2499,Phage (Symbiote) (Earth-616)
2500,Riot (Symbiote) (Earth-616)
2501,Sister Nil (Earth-616)
2502,Tyrant (Earth-616)
2503,Cody Fleischer (Earth-616)
2504,Philip Sheldon (Earth-616)
2505,Elizabeth Tyne (Earth-616)
2506,Rafael Carago (Earth-616)
2507,Vessel (Earth-616)
2508,Bob Stirrat (Earth-616)
2509,Steele Fitzpatrick (Earth-616)
2510,Amanda Fairmont (Earth-616)
2511,Gaia (Earth-616)
2512,Leiko Tanaka (Earth-616)
2513,Ness (Earth-616)
2514,Alda Huxley (Earth-616)
2515,Gloria Dayne (Earth-616)
2516,Manuel Vicente (Earth-616)
2517,Gordon Thomas (Earth-616)
2518,Normie (Earth-616)
2519,Ellie Phimister (Earth-616)
2520,William Lamont (Earth-616)
2521,Alex Anderson (Earth-616)
2522,Faith Shabazz (Earth-616)
2523,Gennady Gavrilov (Earth-616)
2524,Jessie (Sentinel) (Earth-616)
2525,John Anderson (Earth-616)
2526,Amelia Weatherly (Earth-616)
2527,Holden Holliway (Earth-616)
2528,Rutherford Princeton III (Earth-616)
2529,Yukotujakzurjimozoata (Earth-616)
2530,Cannibal (Earth-616)
2531,Sal Kennedy (Earth-616)
2532,Zachary Smith Jr. (Earth-616)
2533,Max Lohmer (Earth-616)
2534,Michael van Patrick (Michael) (Earth-616)
2535,Joaquin Pennysworth (Earth-616)
2536,Kyknos (Earth-616)
2537,Omaka (Earth-616)
2538,Simone DeSantos (Earth-982)
2539,William Hollister (Earth-616)
2540,Daniel DuBois (Earth-616)
2541,Daniel Whitehall (Earth-616)
2542,James Natale (Earth-616)
2543,Oola Udonta (Earth-616)
2544,Raizo Kodo (Earth-616)
2545,Nara (Earth-616)
2546,Necromancer (Michael) (Earth-616)
2547,Patricia Wolman (Earth-616)
2548,Recorder 451 (Earth-616)
2549,Perrikus (Earth-616)
2550,Trajah (Earth-616)
2551,Larry Scott (Earth-616)
2552,Witness (WWII) (Earth-616)
2553,Doug Johnson (Earth-616)
2554,Elizabeth II (Earth-616)
2555,Helen (Earth-616)
2556,Mister Kruger (Earth-616)
2557,Yalu River Rosie (Earth-616)
2558,Arrowhead (Earth-616)
2559,Battleship Burke (Earth-616)
2560,Salty Smith (Earth-616)
2561,Santa Claus (Earth-616)
2562,Tricephalous (Earth-616)
2563,Yuri Topolov (Earth-616)
2564,Anton Vanko (Crimson Dynamo) (Earth-616)
2565,Don Hertz (Earth-616)
2566,Dreamstalker (Earth-616)
2567,Mister Davis (Earth-616)
2568,Nathan Dolly (Earth-616)
2569,Orini (Earth-616)
2570,Anelle (Earth-616)
2571,Joseph Smith (Earth-616)
2572,Keeper of the Flame (Earth-616)
2573,Punisher (Cyborg) (Earth-616)
2574,Rigellian Grand Commissioner (Earth-616)
2575,Clay Riley (Earth-616)
2576,Daniel Damian (Earth-616)
2577,Brother Royal (Earth-616)
2578,Joseph Stalin (Earth-616)
2579,Joost van Straaten (Earth-616)
2580,Josh Kittling (Earth-616)
2581,Mordecai Midas (Earth-616)
2582,Piper (Savage Land Mutate) (Earth-616)
2583,Barbara Denton (Earth-616)
2584,Frank Oliver (Earth-616)
2585,Jason Roland (Earth-616)
2586,Brian Muldoon (Earth-616)
2587,Damon Dran (Earth-616)
2588,William Harper Littlejohn (Earth-616)
2589,Ramrod (Cyborg) (Earth-616)
2590,Fera (Earth-616)
2591,Hellfire (Elementals) (Earth-616)
2592,Lee Wing (Earth-616)
2593,Brynocki (Earth-616)
2594,Mitchell Tanner (Earth-616)
2595,Trocero (Earth-616)
2596,Victoria von Frankenstein (Earth-616)
2597,James-Michael Starling (Earth-616)
2598,Samuel Holden (Earth-616)
2599,Agent Axis (Earth-616)
2600,Arnie Berman (Earth-616)
2601,Brutacus (Earth-616)
2602,Frank Moore (Earth-616)
2603,Jemiah (Earth-616)
2604,Ned Lathrop (Earth-616)
2605,Waldo (Computer) (Earth-616)
2606,Antoine Delsoin (Earth-616)
2607,Arsenal (Robot) (Earth-616)
2608,David Mitchell (Earth-616)
2609,White Dragon (Chinatown) (Earth-616)
2610,Artemus Pithins (Earth-616)
2611,Randall Spector (Earth-616)
2612,Yvette Avril (Earth-616)
2613,Catherine Moranis (Earth-616)
2614,Mira (Earth-616)
2615,David Ishima (Earth-616)
2616,Gronk (Earth-616)
2617,Phobius (Earth-616)
2618,Carson Knowles (Earth-616)
2619,Emmanuel da Costa (Earth-616)
2620,Gail Runciter (Earth-616)
2621,Mistress Love (Earth-616)
2622,Shingen Harada (Earth-616)
2623,Stone (Chaste) (Earth-616)
2624,Mary McGrill (Earth-616)
2625,Executioner (Crazy Gang) (Earth-616)
2626,Merriwether Locklin (Earth-616)
2627,Phillip Carlisle (Earth-616)
2628,Zsaji (Earth-616)
2629,Giggles (Earth-616)
2630,Khoryphos (Earth-616)
2631,Matthew (Gabriel) (Earth-616)
2632,Pearl Gross (Earth-616)
2633,Quill (Warpies) (Earth-616)
2634,Tetra (Earth-616)
2635,Anita Ehren (Earth-616)
2636,Arthur Goddard (Earth-616)
2637,Edward Pasternak (Earth-616)
2638,Jerome Johnson (Earth-616)
2639,Shapur (Earth-616)
2640,TESS-One (Earth-616)
2641,James Madrox (Fallen Angels) (Earth-616)
2642,Cairbre (Earth-616)
2643,Erica Fortune (Earth-616)
2644,Gayle Rogers (Earth-616)
2645,Jack Taggert (Earth-616)
2646,Jonathan Caesar (Earth-616)
2647,Manoli Wetherell (Earth-616)
2648,Sapphire Styx (Earth-616)
2649,Winston Manchester (Earth-616)
2650,Eugene Strausser (Earth-616)
2651,Hadad (Earth-616)
2652,Lisa Vaughn (Earth-616)
2653,Dwight Hubbard (Earth-616)
2654,James Sharp (Earth-616)
2655,Linda Wei (Earth-616)
2656,Noble Kale (Earth-616)
2657,Sean Dolan (Earth-616)
2658,Seraph (Earth-616)
2659,Shelley Conklin (Earth-616)
2660,Christopher Daniels (Earth-616)
2661,Gloria Angel (Earth-616)
2662,Hard-Drive (Earth-616)
2663,Min Li Ng (Earth-616)
2664,Nox (Nyx) (Earth-616)
2665,Phil Grayfield (Earth-616)
2666,Conrad Mack (Earth-616)
2667,Milos Abyss (Earth-616)
2668,Obax Majid (Earth-616)
2669,Orwell Taylor (Earth-616)
2670,Amanda Chaney (Earth-616)
2671,Anak (Earth-616)
2672,Fisher Todd (Earth-616)
2673,Larry Arnold (Earth-616)
2674,Spyne (Earth-616)
2675,Vincent Stevens (Earth-616)
2676,Dirtnap (Earth-616)
2677,Kimberly Dee (Earth-616)
2678,Lunatik (Mercenary) (Earth-616)
2679,Moonstomp (Earth-616)
2680,Benjamin Grimm (Heroes Reborn) (Earth-616)
2681,Jonathan Storm (Heroes Reborn) (Earth-616)
2682,Reed Richards (Heroes Reborn) (Earth-616)
2683,Susan Storm (Heroes Reborn) (Earth-616)
2684,Lilli Stephens (Earth-616)
2685,Sasquatch (Beast) (Earth-616)
2686,William Allen (Earth-616)
2687,Dewoz (Earth-616)
2688,Charlotte Witter (Earth-616)
2689,Glenda Sandoval (Earth-616)
2690,Red Shift (Earth-616)
2691,Avia (Savage Land) (Earth-616)
2692,Christine Cord (Earth-616)
2693,John Lopez (Earth-616)
2694,Alaris (Earth-616)
2695,Francis Leighton (Earth-616)
2696,Gabe Acheron (Earth-616)
2697,Neil Garrett (Earth-616)
2698,Freakshow (Genoshan) (Earth-616)
2699,Hub (Earth-616)
2700,James Murch (Earth-616)
2701,Jon Kasiya (Earth-616)
2702,Noriko Nagayoshi (Earth-616)
2703,Agent Deems (Earth-616)
2704,Roger Gocking (Earth-616)
2705,John Lennon (Skrull) (Earth-616)
2706,Rebecca Ryan (Earth-616)
2707,Boris Vadim (Earth-616)
2708,Morrow (Earth-616)
2709,Red Guardian (Anton) (Earth-616)
2710,Ted Castle (Earth-616)
2711,Jat Vor-Thrul (Earth-616)
2712,Sovel Redhand (Earth-616)
2713,Bruce Babbage (Earth-616)
2714,G\u00f6ndul (Earth-616)
2715,Hit-Monkey (Earth-616)
2716,K\u00e1ra (Earth-616)
2717,Parul Kurinji (Earth-616)
2718,Unit (Earth-616)
2719,Viktor Uvarov (Earth-616)
2720,Ichisumi (Earth-616)
2721,Ikon (Earth-616)
2722,Loki Laufeyson (Kid Loki) (Earth-616)
2723,Johann Shmidt (Clone) (Earth-616)
2724,Daman Veteri (Earth-616)
2725,Ian Zola (Earth-616)
2726,Karasu-Tengu (Earth-616)
2727,Doombot (Avenger) (Earth-616)
2728,Selah Burke (Earth-616)
2729,Lightning (Masked Raider) (Earth-616)
2730,Flexo (Earth-616)
2731,Roy Chambers (Earth-616)
2732,Jeff Jordan (Earth-616)
2733,Jack the Ripper (Earth-616)
2734,Skip McCoy (Earth-616)
2735,Sargent Pulaski (Earth-616)
2736,Eagle (Arrowhead) (Earth-616)
2737,King (Horse) (Earth-616)
2738,Giganto (Deviant Mutate) (Earth-616)
2739,Charlie (NYPD) (Earth-616)
2740,Kala (Earth-616)
2741,Captain Barracuda (Earth-616)
2742,Manuel Eloganto (Earth-616)
2743,Aged Genghis (Earth-616)
2744,Kaecilius (Earth-616)
2745,Kroda (Earth-616)
2746,Magrat (Earth-616)
2747,Qnax (Earth-616)
2748,Prince Rey (Earth-616)
2749,Monster Android (Earth-616)
2750,Orikal (Earth-616)
2751,Nebulo (Earth-616)
2752,Orlando Furio (Earth-616)
2753,Thakos (Earth-616)
2754,Commander Kraken (Earth-616)
2755,Cynthia von Doom (Earth-616)
2756,Biri (Earth-616)
2757,Carter Dyam (Earth-616)
2758,Gideon Mace (Earth-616)
2759,Ina (Earth-616)
2760,Willis Stryker (Earth-616)
2761,Ard-Con (Earth-616)
2762,Flea (Earth-616)
2763,Lucas Brand (Earth-616)
2764,John Kowalski (Earth-616)
2765,Aurora Rabinowitz (Earth-616)
2766,Glitternight (Earth-616)
2767,Robert Nicolle (Earth-616)
2768,Sentinel Mk III (Earth-616)
2769,Straw Man (Earth-616)
2770,Awilda Ayala (Earth-616)
2771,David Munroe (Earth-616)
2772,Domo (Earth-616)
2773,James Larner (Earth-616)
2774,Burt Kenyon (Earth-616)
2775,Fang (Imperial Guard) (Earth-616)
2776,Hargen (Earth-616)
2777,John McIver (Earth-616)
2778,Lady Elizabeth Braddock (Earth-616)
2779,Ledge (Earth-616)
2780,Michael Barnett (Earth-616)
2781,Sagittarius (LMD) (Earth-616)
2782,Gwendolyne Sabuki (Earth-616)
2783,Merriem Drew (Earth-616)
2784,Anna Kapplebaum (Earth-616)
2785,Eric Slaughter (Crime Boss) (Earth-616)
2786,Gregor Russoff (Earth-616)
2787,Ling McPherson (Earth-616)
2788,Edwin Cord (Earth-616)
2789,Gregor Buhkarov (Earth-616)
2790,Jawaharal Patel (Earth-616)
2791,Joseph Pincus (Earth-616)
2792,Kiana (Earth-616)
2793,Mark Cadmon (Earth-616)
2794,Raoul Hernandez (Earth-616)
2795,Bella Blaire (Earth-616)
2796,Cassandra Ferlenghetti (Earth-616)
2797,Helio (Earth-616)
2798,Sabrina Morrel (Earth-616)
2799,Rebecca Banner (Earth-616)
2800,Ruriko Tsumura (Earth-616)
2801,Crystar (Earth-616)
2802,Cody Robbins (Earth-616)
2803,Jebediah Guthrie (Earth-616)
2804,Tarianna (Earth-616)
2805,Gunthar (Earth-616)
2806,Tar Baby (Earth-616)
2807,Anneka (Earth-616)
2808,Lionel Jeffries (Earth-616)
2809,Melody Guthrie (Earth-616)
2810,Renee Deladier (Earth-616)
2811,Chance (Fallen Angels) (Earth-616)
2812,Lea C. Farr (Earth-616)
2813,Burt Horowitz (Earth-616)
2814,Carlos Lobo (Earth-616)
2815,Clumsy Foulup (Earth-616)
2816,David Moreau (Earth-616)
2817,Davis Lawfers (Earth-616)
2818,Inquisitor (Vestry) (Earth-616)
2819,Kyle Brock (Earth-616)
2820,Louis Lembert (Earth-616)
2821,Barbara Ketch (Earth-616)
2822,Caleb Alexander (Earth-616)
2823,Colin Snewing (Earth-616)
2824,Reiko (Earth-616)
2825,Animus (Hate-Monger) (Earth-616)
2826,Cheryl Colon (Earth-616)
2827,Sire Hate (Earth-616)
2828,Dmitri Petrovich (Earth-616)
2829,Hardcore (Earth-616)
2830,Jackie Shorr (Earth-616)
2831,Josef Pohlmann (Earth-616)
2832,Nigel Higgins (Earth-616)
2833,Roussel Dupont (Earth-616)
2834,Taylor Madison (Earth-616)
2835,Blodwen Reese (Earth-616)
2836,Ganymede (Spinsterhood) (Earth-616)
2837,Hiro Sokuto (Earth-616)
2838,Joseph Hauer (Earth-616)
2839,Raani Jatwinder (Earth-616)
2840,Ranald Jeffries (Earth-616)
2841,Recorder RE-404 (Earth-616)
2842,Jennifer Stewart (Earth-616)
2843,Louise Kennedy (Earth-616)
2844,Rob Fortune (Earth-616)
2845,Loki Laufeyson (Heroes Reborn) (Earth-616)
2846,Patricia Walker (Heroes Reborn) (Earth-616)
2847,Peter Parker (Spider-Skeleton) (Earth-616)
2848,Daniel Kingsley (Earth-616)
2849,Daryll Smith (Earth-616)
2850,Horatio Huxley (Earth-616)
2851,Adva (Earth-616)
2852,Zuri (Earth-616)
2853,Achebe (Earth-616)
2854,Clinton McIntyre (Earth-616)
2855,Robert Paine (Earth-616)
2856,Russian (Earth-616)
2857,Spacker Dave (Earth-616)
2858,Velmax (Earth-616)
2859,Caryn Earle (Earth-616)
2860,Desak Sterixian (Earth-616)
2861,Sonny Baredo (Earth-616)
2862,Thomas Logan (Earth-616)
2863,Charles Moss (Earth-616)
2864,Bobo (Earth-616)
2865,Matt (Sentinel) (Earth-616)
2866,Mike Columbus (Earth-616)
2867,San (Earth-616)
2868,Steinbeck (Earth-616)
2869,Winston Frost (Earth-616)
2870,Invader-1 (Earth-616)
2871,Sasha Martin (Earth-616)
2872,Achelous (Earth-616)
2873,Bowman (Earth-616)
2874,Gazer (Earth-616)
2875,Hammer (Hydra) (Earth-616)
2876,Lotus (Pride) (Earth-616)
2877,Militant (Earth-616)
2878,Nina Price (Earth-616)
2879,Tactical Force (Karl) (Earth-616)
2880,Tippy-Toe (Earth-616)
2881,Amir (Earth-616)
2882,Johnny Dee (Earth-616)
2883,Krait (Earth-616)
2884,Mitch Carson (Earth-616)
2885,Alana Jobson (Sara Ehret) (Earth-616)
2886,Detective Kurtz (Earth-616)
2887,John Ladue (Earth-616)
2888,Thomas Foster (Earth-616)
2889,Zak-Del (Earth-616)
2890,Alana Jobson (Earth-616)
2891,Claudine Renko (Earth-616)
2892,Lihla (Earth-616)
2893,Decimus Furius (Earth-616)
2894,Hellverine (Earth-616)
2895,Jeb Lee (Earth-616)
2896,Nikola Tesla (Earth-616)
2897,Tanis Nieves (Earth-616)
2898,Codename: Bravo (Richard) (Earth-616)
2899,Oscar Clemons (Earth-616)
2900,Walter Bolt (Earth-616)
2901,Andrew Maguire (Earth-616)
2902,Fence (Earth-616)
2903,Hector Baez (Earth-616)
2904,Parvez (Earth-616)
2905,Annabelle Riggs (Earth-616)
2906,Luca Aldine (Earth-616)
2907,Melinda Leucenstern (Earth-616)
2908,Mudbug (Earth-616)
2909,Teresa Martin (Earth-616)
2910,Alexis (Earth-616)
2911,Kamala Khan (Earth-616)
2912,Lost Boy (Earth-616)
2913,Pinch (Earth-616)
2914,Supergiant (Earth-616)
2915,Leslie Lenrow (Earth-616)
2916,Luther Robinson (Earth-616)
2917,Lynne Harris (Earth-616)
2918,Simon Meke (Earth-616)
2919,Nimo (Earth-616)
2920,Captain Rocke (Earth-616)
2921,Billy Buckskin (Earth-616)
2922,Spragg (Earth-616)
2923,H. Warren Craddock (Skrull) (Earth-616)
2924,Lieutenant General Fredricks (Earth-616)
2925,Zemu (Earth-616)
2926,Charlie (Thief) (Earth-616)
2927,Bernard the Poet (Earth-616)
2928,Arnold Brown (Earth-616)
2929,Jill Jerold (Earth-616)
2930,Mutant Master (Earth-616)
2931,Colonel Klaue (Earth-616)
2932,Mogul of the Mystic Mountain (Earth-616)
2933,Missing Link (Lincoln) (Earth-616)
2934,Headstone P. Gravely (Earth-616)
2935,Myron MacLain (Earth-616)
2936,Burtram Worthington (Earth-616)
2937,Elaine McLaughlin (Earth-616)
2938,Gunhawk (Earth-616)
2939,Walter Collins (Earth-616)
2940,Comanche (Earth-616)
2941,George Chelm (Earth-616)
2942,Mona Simpson (Earth-616)
2943,Phil Fox (Earth-616)
2944,Reno Jones (Earth-616)
2945,Triax (New Man) (Earth-616)
2946,Edith Harker (Earth-616)
2947,Jordan Dixon (Earth-616)
2948,Korrek (Earth-616)
2949,Safron Caulder (Earth-616)
2950,A Friend (Earth-616)
2951,Alpha (Mutant) (Earth-616)
2952,Cagliostro (O-Bengh) (Earth-616)
2953,Desmond Drew (Earth-616)
2954,Martin Gold (Earth-616)
2955,Taboo (Earth-616)
2956,Arisen Tyrk (Earth-616)
2957,Henri Sorel (Earth-616)
2958,Jebediah Fate (Earth-616)
2959,Donna-Lee Dover (Earth-616)
2960,Selma Blotte (Earth-616)
2961,Adam II (Earth-616)
2962,Donna Maria Puentes (Earth-616)
2963,Doughboy (Earth-616)
2964,Lurker from Loch Ness (Earth-616)
2965,Reptilla (Earth-616)
2966,Lyle Dekker (Earth-616)
2967,Marya Maximoff (Earth-616)
2968,Bradley Kroon (Earth-616)
2969,Chandra Ku (Earth-616)
2970,Conn (Earth-616)
2971,Dolly Donohue (Earth-616)
2972,Jasmine (Earth-616)
2973,Katherine Blaire (Earth-616)
2974,Robert Markham (Earth-616)
2975,Shawna Lynde (Earth-616)
2976,Larry Ekler (Earth-616)
2977,Molly Fitzgerald (Earth-616)
2978,Jefferson Archer (Earth-616)
2979,Jerome Jaxon (Earth-616)
2980,Koth (Earth-616)
2981,Sidney Crumb (Earth-616)
2982,Skera (Earth-616)
2983,Sonya Tolsky (Earth-616)
2984,Stalax (Earth-616)
2985,Tarm (Earth-616)
2986,Zardeth (Earth-616)
2987,Cindy Adams (Earth-616)
2988,Dara (Earth-616)
2989,Douglas Carmody (Earth-616)
2990,Micah Synn (Earth-616)
2991,Nelvanna (Earth-616)
2992,Alaric (Asgardian) (Earth-616)
2993,Neal Conan (Earth-616)
2994,Alexander Woolcot (Earth-616)
2995,F.R. Crozier (Earth-616)
2996,Hideko Takata (Earth-616)
2997,Alphonsus Lefszycic (Earth-616)
2998,Seginn Gallio (Earth-616)
2999,Sol Brodstroke (Earth-616)
3000,Diane Davids (Earth-616)
3001,Hawkshaw (Earth-616)
3002,Jess Harrison (Earth-616)
3003,Kubik (Earth-616)
3004,Roland Treece (Earth-616)
3005,Russell (Inferno Baby) (Earth-616)
3006,Brandy Ash (Earth-616)
3007,Frank Skorina (Earth-616)
3008,Thomas Jones (Earth-616)
3009,Cylla Markham (Earth-616)
3010,Headhunter (Mutant) (Earth-616)
3011,Hunter in Darkness (Earth-616)
3012,Valentin Shatalov (Earth-616)
3013,Dania (Earth-616)
3014,Foxbat (Earth-616)
3015,Russ Broxtel (Earth-616)
3016,Snowblind (Earth-616)
3017,Terraformer (Force of Nature) (Earth-616)
3018,Analisa Medina (Earth-616)
3019,Eric Conroy (Earth-616)
3020,Ivan Trevkov (Earth-616)
3021,Jonathan Bryant (Digitek) (Earth-616)
3022,Roco-Bai (Earth-616)
3023,Rupert Helona (Earth-616)
3024,Thanos (Doppelganger) (Earth-616)
3025,Clifton Joseph (Earth-616)
3026,Renee Majcomb (Earth-616)
3027,Seamus Mellencamp (Earth-616)
3028,Simon Hall (Earth-616)
3029,Tim Holloway (Earth-616)
3030,Anton Hellgate (Earth-616)
3031,Julia Caputo (Earth-616)
3032,Lifeforce (Earth-616)
3033,Luminor (Earth-616)
3034,Rebecca Bergier (Earth-616)
3035,Riger (Earth-616)
3036,Ronald Hilliard (Earth-616)
3037,Swordsman (Heroes Reborn) (Earth-616)
3038,Gerry Lequarre (Earth-616)
3039,Jesse Thompson (Earth-616)
3040,Todd Fields (Earth-616)
3041,Verminus Rex (Earth-616)
3042,Carthus (Earth-616)
3043,Jomo Kimanye (Earth-616)
3044,Terry Kwan (Earth-616)
3045,Cosmic Man (Midas) (Earth-616)
3046,Darren Mitchell (Earth-616)
3047,Valerie Barnhardt (Earth-616)
3048,Sara Robbins (Earth-616)
3049,Axel Bohusk (Earth-616)
3050,Beemer (Earth-616)
3051,Elias Bogan (Earth-616)
3052,Hazel Frost (Earth-616)
3053,Kara Bohusk (Earth-616)
3054,Korra (Earth-616)
3055,Sandra Pierce (Earth-616)
3056,Stewart Acheron (Earth-616)
3057,Tito Bohusk (Earth-616)
3058,Armena Ortega (Earth-616)
3059,Esteban Ortega (Earth-616)
3060,Gina Mulligan (Earth-616)
3061,Autonomously Decisive Automated Mechanism (Earth-616)
3062,Flaw (Earth-616)
3063,Joey Eliot (Earth-616)
3064,Lily Lucca (Earth-616)
3065,Navid Hashim (Earth-616)
3066,Offset (Earth-616)
3067,Danny Granville (Earth-616)
3068,Harry Givens (Earth-616)
3069,Kruun (Earth-616)
3070,Sid Ridley (Earth-616)
3071,Deborah Green (Earth-616)
3072,Randall Crowne (Earth-616)
3073,Hive (Earth-616)
3074,Zadkiel (Earth-616)
3075,Abira (Earth-616)
3076,Aladi Ko Eke (Earth-616)
3077,Avoe (Earth-616)
3078,Michel de Nostredame (Earth-616)
